hash_md5,sha1,sha256,extension,filetype,mimetype,size,fecha_escaneo_vt,dia_escaneo_vt,fecha_agregado_virusshare,dia_agregado_virusshare,vt_positives,vt_total,detection_ratio,motores_detectaron,familia_probable,familia_score,familias_top,tipo_probable,tipo_score,tipos_top,detecciones_top,permalink,reporte_path
00227e03a06d365f1679376e42e2714d,640f341960ce6f0b1d8b4c8eef34d7426011884e,2ea126f37b6dadcc3d740a7b066a68e11573984d0565ef6f315b5033f4e20b7a,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,9932512,2021-11-16T13:22:47+00:00,2021-11-16,2021-11-17T04:28:09+00:00,2021-11-17,36,66,0.5455,36,,0.0,vmprotect:2;zexaf:1;attribute:1;highconfidence:1;behavior:1,trojan,0.4167,trojan:15;downloader:1,TrojanDownloader.Agent;Malicious (score: 100);Trojan.Siggen15.41154;a variant of Win32/Packed.VMProtect.XY;Packed:Win32/VMProtect.9e772ae7;Gen:NN.ZexaF.34266.@RZ@aOXfv1fb;BehavesLike.Win32.Generic.tc;ML.Attribute.HighConfidence;Malicious_Behavior.SB;Trojan ( 00581d6f1 ),https://www.virustotal.com/gui/file/2ea126f37b6dadcc3d740a7b066a68e11573984d0565ef6f315b5033f4e20b7a/detection/f-2ea126f37b6dadcc3d740a7b066a68e11573984d0565ef6f315b5033f4e20b7a-1637068967,clasificacion\VirusShare_00499\reportes\reporte\00227e03a06d365f1679376e42e2714d.json
00247b349bdbdd530f39d3eb8fbfc333,79c25df7a987b2e5ba902b9d8ffe6656b928890f,81b6081fe6b592ec32a0e5f885903b13debfb01e6c9b20ad325d1e1a9ced772f,html,"HTML document, UTF-8 Unicode text, with very long lines",text/html,45514,2021-11-13T04:49:39+00:00,2021-11-13,2021-11-17T09:23:26+00:00,2021-11-17,7,57,0.1228,7,expkit,0.1429,expkit:1,trojan,0.2857,trojan:2,JS/Agent.PFM;HTML/ExpKit.Gen2;Malicious (score: 99);HTML.Trojan.Agent.44663;Trojan.JS.Agent;JS/Agent.AYJ!Eldorado;JS/Agent.PFM!tr,https://www.virustotal.com/gui/file/81b6081fe6b592ec32a0e5f885903b13debfb01e6c9b20ad325d1e1a9ced772f/detection/f-81b6081fe6b592ec32a0e5f885903b13debfb01e6c9b20ad325d1e1a9ced772f-1636778979,clasificacion\VirusShare_00499\reportes\reporte\00247b349bdbdd530f39d3eb8fbfc333.json
00267496d1934c4f3215a7174b9c957e,ce42a4031a603edc9d9993a13736d073a721bfcf,f0f404e514b32567fbcc41d9b9f0c1f433f8527b9560fa9d2bb366daec943cc2,html,"HTML document, UTF-8 Unicode text, with very long lines",text/html,64164,2021-11-12T22:35:53+00:00,2021-11-12,2021-11-17T17:21:45+00:00,2021-11-17,8,57,0.1404,8,fbjack,0.375,fbjack:3;faceliker:3;fdpzpz:1;trojware:1,trojan,0.5,trojan:4,Trojan/JS.FBJack.a;JS/Faceliker.O!tr;HEUR:Trojan.Script.Generic;Trojan.Script.FaceLiker.fdpzpz;Trojan.Generic-Script.Save.e061a549;TrojWare.JS.FBJack.G@7ukg16;JS/Faceliker.O;Mal/FBJack-I,https://www.virustotal.com/gui/file/f0f404e514b32567fbcc41d9b9f0c1f433f8527b9560fa9d2bb366daec943cc2/detection/f-f0f404e514b32567fbcc41d9b9f0c1f433f8527b9560fa9d2bb366daec943cc2-1636756553,clasificacion\VirusShare_00499\reportes\reporte\00267496d1934c4f3215a7174b9c957e.json
00267a4d2da0f8e17390bde26ee61d05,084cf824904285987120dd4e44be85117b9be8bf,fc3b91bb21632c2f3123241e891c696cf93a06d0a852b3e43768116c758954f0,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,573440,2021-11-08T18:06:45+00:00,2021-11-08,2021-11-18T04:17:19+00:00,2021-11-18,45,67,0.6716,45,,0.0,rums:3;lowzones:2;ymacco:1;abfc:1;susgen:1,trojan,0.4889,trojan:22;banker:4;riskware:2;downloader:2,Trojan.Generic.D2207675;TROJ_GEN.R002C0PK621;Trojan.LowZones.1991;Malicious;malicious.d2da0f;Trojan:Win32/Ymacco.ABFC;Trojan/Generic.ASMalwS.6E40D;TROJ_GEN.R002C0PK621;Trojan.GenericKD.35681909 (B);Trojan.Malware.74300857.susgen,https://www.virustotal.com/gui/file/fc3b91bb21632c2f3123241e891c696cf93a06d0a852b3e43768116c758954f0/detection/f-fc3b91bb21632c2f3123241e891c696cf93a06d0a852b3e43768116c758954f0-1636394805,clasificacion\VirusShare_00499\reportes\reporte\00267a4d2da0f8e17390bde26ee61d05.json
0028eab65f5a1d567481ae543a92d946,4437aa4d347ccd143a8e7142e45a26471b9d4482,dc67b4f9da639f69caa84c459519c48f31fad73bab6777663c0a61a70c80960e,pdf,"PDF document, version 1.4",application/pdf,71743,2021-11-09T14:35:07+00:00,2021-11-09,2021-11-17T02:54:10+00:00,2021-11-17,27,61,0.4426,27,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.4074,phishing:11;trojan:8;stealer:2,PDF.Z.Agent.71743.EE;Trojan.PDF.Phishing.4!c;Malicious (score: 99);PDF.Phisher.300;PDF/Phishing.Agent.NDP;PDF/Gerphish.N.gen!Camelot;Pdf.Trojan.Spam.Ua;BehavesLike.PDF.Suspicious.lb;Trojan.Gen.NPE;PDF/Phishing.818B!tr,https://www.virustotal.com/gui/file/dc67b4f9da639f69caa84c459519c48f31fad73bab6777663c0a61a70c80960e/detection/f-dc67b4f9da639f69caa84c459519c48f31fad73bab6777663c0a61a70c80960e-1636468507,clasificacion\VirusShare_00499\reportes\reporte\0028eab65f5a1d567481ae543a92d946.json
0029ada0d5475e0c0615f97a86218580,d9f1416dc5e612852ff799d54ed57a6074b8cc74,204beb4c5f6e80760d3f1ffbd42d94cccf80336c4747b690c0ff4776d4ba1c86,pdf,"PDF document, version 1.4",application/pdf,71567,2021-10-28T21:34:49+00:00,2021-10-28,2021-11-17T07:42:32+00:00,2021-11-17,15,61,0.2459,15,,0.0,camelot:1,phishing,0.6,phishing:9;trojan:5;stealer:1,Malicious (score: 99);PDF.Phisher.300;PDF/Phishing.Agent.NDP;PDF/Phish.U.gen!Camelot;BehavesLike.PDF.Suspicious.kb;Trojan.Gen.NPE;PDF/Phishing.818B!tr;PDF.Trojan-Stealer.Phishing.E;Trojan.Phishing/PDF!1.D8B8 (CLASSIC);PDF:PhishingX-gen [Phish],https://www.virustotal.com/gui/file/204beb4c5f6e80760d3f1ffbd42d94cccf80336c4747b690c0ff4776d4ba1c86/detection/f-204beb4c5f6e80760d3f1ffbd42d94cccf80336c4747b690c0ff4776d4ba1c86-1635456889,clasificacion\VirusShare_00499\reportes\reporte\0029ada0d5475e0c0615f97a86218580.json
002c81b832dfa1617aa8383337bbdc64,bf2d9d8d0475e4270a9935efd8a66692aa231402,c716fce767865d97e743859243db2255f82f73b13e6b580b1eacda86be6ba9ed,pdf,"PDF document, version 1.4",application/pdf,85359,2021-11-17T13:17:49+00:00,2021-11-17,2021-11-17T22:36:48+00:00,2021-11-17,21,55,0.3818,21,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.381,phishing:8;trojan:6;stealer:1,PDF.Spam.Heur.1;Malicious (score: 99);Trojan/Generic.ASMalwRG.150;PDF/Phishing.4BCA!tr;PDF.Spam.Heur.1;Trojan.Phishing!1.D9C3 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;PDF.Phisher.300;PDF.Spam.Heur.1;PDF/Phishing.Agent.NDP,https://www.virustotal.com/gui/file/c716fce767865d97e743859243db2255f82f73b13e6b580b1eacda86be6ba9ed/detection/f-c716fce767865d97e743859243db2255f82f73b13e6b580b1eacda86be6ba9ed-1637155069,clasificacion\VirusShare_00499\reportes\reporte\002c81b832dfa1617aa8383337bbdc64.json
002c907548ec5bea398e7ed11c07e346,0eb7d7a69b53c3494b455dc8714c90ee973f1304,9de9243ff5280e5aea4f40bab65ec16bc37d0c78e5fc746ce1519efaa3377ebf,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,192686,2021-11-10T20:00:39+00:00,2021-11-10,2021-11-17T05:57:12+00:00,2021-11-17,42,67,0.6269,42,,0.0,vbclone:3;ajku:2;aqyg:1;sscope:1;packer:1,trojan,0.4762,trojan:20;dropper:1,Trojan.VB.aqyg;SScope.Trojan.VB;Malicious (score: 100);Trojan.MulDrop9.358;a variant of Win32/VBClone.E;W32/VB_Troj.J.gen!Eldorado;AI:Packer.49EC688B1D;BehavesLike.Win32.Generic.cc;W32/VP2.LM1!tr;Trojan ( 004d83031 ),https://www.virustotal.com/gui/file/9de9243ff5280e5aea4f40bab65ec16bc37d0c78e5fc746ce1519efaa3377ebf/detection/f-9de9243ff5280e5aea4f40bab65ec16bc37d0c78e5fc746ce1519efaa3377ebf-1636574439,clasificacion\VirusShare_00499\reportes\reporte\002c907548ec5bea398e7ed11c07e346.json
002d8b1b2df45bd09cc90a5b9acb3f29,f87fa38f547b912a710e1afbdd8cf119f9a88b58,fb4f6d7e70e8c00a9724464c513060c04abe3799cb17b36e7dc298e896ea9136,exe,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",application/x-dosexec,87941,2021-11-10T20:26:24+00:00,2021-11-10,2021-11-17T01:42:58+00:00,2021-11-17,48,68,0.7059,48,sivis,0.2083,sivis:10;cosmu:2;bcfz:2;bscope:1;fileinfector:1,trojan,0.2917,trojan:14;virus:5;ransomware:1,Virus.W32.Agent.ES;BScope.Trojan.Cosmu;Malicious (score: 100);Win32/Agent.NBA;W32/Sivis.A;AI:FileInfector.0DC56C850D;BehavesLike.Win32.Generic.mt;W32.Suviapen;W32/Sivis.A!tr;Trojan ( 00589a411 ),https://www.virustotal.com/gui/file/fb4f6d7e70e8c00a9724464c513060c04abe3799cb17b36e7dc298e896ea9136/detection/f-fb4f6d7e70e8c00a9724464c513060c04abe3799cb17b36e7dc298e896ea9136-1636575984,clasificacion\VirusShare_00499\reportes\reporte\002d8b1b2df45bd09cc90a5b9acb3f29.json
002dd22dc3fb2d9e50dc1f8664c32ef1,e9f87c5ac7b750d729e49480366ef2abac0a9fd9,d216b555f240d99de240933b80182ea581636f0871e091f2977bae2270222f86,pdf,"PDF document, version 1.4",application/pdf,71233,2021-11-16T14:06:18+00:00,2021-11-16,2021-11-17T23:17:08+00:00,2021-11-17,28,60,0.4667,28,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.3929,phishing:11;trojan:9;stealer:2,PDF.Spam.Heur.1;Malicious (score: 99);Trojan/Generic.ASMalwRG.150;PDF/Phishing.818B!tr;Trojan.PDF.stealer.phishing.e;PDF.Spam.Heur.1;Trojan.Phishing/PDF!1.D8B8 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;Pdf.Trojan.A3181141;Trojan.PDF.Phishing,https://www.virustotal.com/gui/file/d216b555f240d99de240933b80182ea581636f0871e091f2977bae2270222f86/detection/f-d216b555f240d99de240933b80182ea581636f0871e091f2977bae2270222f86-1637071578,clasificacion\VirusShare_00499\reportes\reporte\002dd22dc3fb2d9e50dc1f8664c32ef1.json
002de1d0f0c0316c162f932439c2367f,237a6f1f99f11d2fca558618117390d94b611604,dfc1ab931304a8732a9ea798d98cc76bf14a8b9a245a7171524aeb0fa4ce0758,,"UTF-8 Unicode text, with very long lines",text/plain,201715,2021-11-12T03:51:50+00:00,2021-11-12,2021-11-17T04:07:43+00:00,2021-11-17,7,57,0.1228,7,faceliker,0.2857,faceliker:2;sabsik:1,trojan,0.5714,trojan:4,Trojan.FaceLiker/JS!1.BAA9 (CLASSIC);Script:SNH-gen [Trj];Trojan.FaceLiker.JS.2;Trojan.Script;Script:SNH-gen [Trj];Malware.Generic-Script.Save.1f432c47;Trojan:Script/Sabsik.FL.B!ml,https://www.virustotal.com/gui/file/dfc1ab931304a8732a9ea798d98cc76bf14a8b9a245a7171524aeb0fa4ce0758/detection/f-dfc1ab931304a8732a9ea798d98cc76bf14a8b9a245a7171524aeb0fa4ce0758-1636689110,clasificacion\VirusShare_00499\reportes\reporte\002de1d0f0c0316c162f932439c2367f.json
002e2996b3d34071bb37d21e7e606473,dff0c54688ad94cd9efb3fbd19f16b3638b22cb6,f9558387334d4f84db891f08e3ad9ebf9701dad66d037e6af5df087fad1c41ba,,"UTF-8 Unicode text, with very long lines",text/plain,202367,2021-11-14T01:11:56+00:00,2021-11-14,2021-11-18T03:06:15+00:00,2021-11-18,5,56,0.0893,5,faceliker,0.4,faceliker:2;iframe:1;cryxos:1,trojan,0.8,trojan:4,Trojan.Iframe.JS.3;Trojan.FaceLiker/JS!1.BAA9 (CLASSIC);Trojan.JS.Cryxos;JS.Trojan.Agent.42292;TrojanClicker:JS/Faceliker,https://www.virustotal.com/gui/file/f9558387334d4f84db891f08e3ad9ebf9701dad66d037e6af5df087fad1c41ba/detection/f-f9558387334d4f84db891f08e3ad9ebf9701dad66d037e6af5df087fad1c41ba-1636852316,clasificacion\VirusShare_00499\reportes\reporte\002e2996b3d34071bb37d21e7e606473.json
002f3b7bbf8f5fda3189fac8362f3efb,d9096187dc6566afba68a65a095ee543ddab050a,79b8591aaf1bfbca6ba16e7e0dda127cd485876cb5906ff64c8b675c3261a3ca,exe,"PE32 executable (GUI) Intel 80386 (stripped to external PDB), for MS Windows, UPX compressed",application/x-dosexec,516239,2021-11-12T17:17:17+00:00,2021-11-12,2021-11-18T01:33:11+00:00,2021-11-18,54,68,0.7941,54,,0.0,razy:5;qqpass:3;tremp:3;password:2;genetic:1,trojan,0.3148,trojan:17;stealer:4;adware:1;dropper:1,Trojan.Win32.Save.a;Trojan.QQPass.Win32.57350;Trj/Genetic.gen;Generic.mg.002f3b7bbf8f5fda;W32.AIDetect.malware1;Win32.Trojan-PSW.QQPass.p;Trojan/Generic.ASMalwS.28F75A6;W32/GameHack.AX!tr;Trojan.Win32.Packed.oa!s1;Password-Stealer ( 004b38871 ),https://www.virustotal.com/gui/file/79b8591aaf1bfbca6ba16e7e0dda127cd485876cb5906ff64c8b675c3261a3ca/detection/f-79b8591aaf1bfbca6ba16e7e0dda127cd485876cb5906ff64c8b675c3261a3ca-1636737437,clasificacion\VirusShare_00499\reportes\reporte\002f3b7bbf8f5fda3189fac8362f3efb.json
00302011ca89f0b53a967ce290a74144,97f0417e98a362109f909a7a66cb6f486d621cff,c9e0e5dbcc63103be39b03f418c2eea6ac63a66a39d11c2ddaab9e965e3c1ba4,exe,"MS-DOS executable, MZ for MS-DOS",application/x-dosexec,822955,2021-11-11T15:31:06+00:00,2021-11-11,2021-11-18T06:42:39+00:00,2021-11-18,57,67,0.8507,57,,0.0,dropped:5;urelas:5;krap:4;gupboot:4;itpfaw:1,trojan,0.4035,trojan:23;worm:2;dropper:1;hacktool:1,Packed.Win32.Krap.ai;Dropped:Trojan.GenericKD.47267337;Trojan.Packed;suspicious;Dropped:Trojan.GenericKD.47267337;Trojan/Win32.Gupboot.R288529;W32/S-91757b10!Eldorado;Trojan.Win32.Krap.itpfaw;Unsafe.AI_Score_99%;Win32:TrojanX-gen [Trj],https://www.virustotal.com/gui/file/c9e0e5dbcc63103be39b03f418c2eea6ac63a66a39d11c2ddaab9e965e3c1ba4/detection/f-c9e0e5dbcc63103be39b03f418c2eea6ac63a66a39d11c2ddaab9e965e3c1ba4-1636644666,clasificacion\VirusShare_00499\reportes\reporte\00302011ca89f0b53a967ce290a74144.json
003026d6f6d8ff8560b847cb8c05ccf1,1bd2c5c44b2b056e6e63e9fa66c0f69b28e7b894,99763b28544b398b694f06aa45dd98fc71b6b6a2b4f84c8e9ec9924b456886b8,pdf,"PDF document, version 1.4",application/pdf,70612,2021-11-13T01:18:56+00:00,2021-11-13,2021-11-17T16:15:09+00:00,2021-11-17,23,60,0.3833,23,,0.0,camelot:1;malurl:1,phishing,0.4783,phishing:11;trojan:4;stealer:1,PDF.Spam.Heur.1;Malicious (score: 99);Trojan/Generic.ASMalwRG.151;PDF/Phishing.818B!tr;PDF.Spam.Heur.1;Trojan.Phishing/PDF!1.D8B8 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;PDF.Phishing.44455;Trojan.PDF.Phishing;PDF.Phisher.300,https://www.virustotal.com/gui/file/99763b28544b398b694f06aa45dd98fc71b6b6a2b4f84c8e9ec9924b456886b8/detection/f-99763b28544b398b694f06aa45dd98fc71b6b6a2b4f84c8e9ec9924b456886b8-1636766336,clasificacion\VirusShare_00499\reportes\reporte\003026d6f6d8ff8560b847cb8c05ccf1.json
0031f029a4fac02821a4db3168590705,e33fd5b1eed0096ee86b8d762979102f3af64469,668eba558892d6d36406d2a9a7551d3a618edd941183e02f611ad3440f27f76b,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,6019929,2021-11-11T08:04:24+00:00,2021-11-11,2021-11-17T01:42:44+00:00,2021-11-17,47,67,0.7015,47,shodi,0.4894,shodi:23;hllp:17;shohdi:2;cause:2;genasa:1,virus,0.1915,virus:9;trojan:6;worm:2;ransomware:1;dropper:1,Trojan/HLLP.i;W32/Shodi.worm.a;Malicious (score: 100);Win32.HLLP.Shohdi.61457;Win32/HLLP.Shodi.A;W32/Cause.A;W32/Shodi.worm.a;Trojan.GenericRI.S23925866;W32.HLLP.Shodi;W32/Cause.A,https://www.virustotal.com/gui/file/668eba558892d6d36406d2a9a7551d3a618edd941183e02f611ad3440f27f76b/detection/f-668eba558892d6d36406d2a9a7551d3a618edd941183e02f611ad3440f27f76b-1636617864,clasificacion\VirusShare_00499\reportes\reporte\0031f029a4fac02821a4db3168590705.json
00323325bb2143e014e22d81de010cc8,0f698bbb59c953678028f9b388e5217f9183078f,8016401510c1265e95d8edf6ccef7102b8f004f3bf7f00e300c2b4e3ffb5aa54,lnk,"MS Windows shortcut, Item id list present, Points to a file or directory, Has Description string, Has Relative path, Has Working directory, Archive, ctime=Tue Oct 26 18:43:53 2021, mtime=Sun Nov 14 18:41:58 2021, atime=Sun Nov 14 18:41:52 2021, length=20427969, window=hide",application/octet-stream,2788,2021-11-14T05:46:57+00:00,2021-11-14,2021-11-17T08:48:37+00:00,2021-11-17,5,56,0.0893,5,lnkrun,0.2,lnkrun:1;runner:1;vpat:1,trojan,0.2,trojan:1,Malicious (score: 99);LNK/Run.AZ!tr;Troj/LnkRun-AZ;Trojan.LNK.Agent;LNK/Runner.VPAT,https://www.virustotal.com/gui/file/8016401510c1265e95d8edf6ccef7102b8f004f3bf7f00e300c2b4e3ffb5aa54/detection/f-8016401510c1265e95d8edf6ccef7102b8f004f3bf7f00e300c2b4e3ffb5aa54-1636868817,clasificacion\VirusShare_00499\reportes\reporte\00323325bb2143e014e22d81de010cc8.json
0035550f4508d96535a7070acacc7834,930449b96edcdc3f84370f8d1b219cd85174c20d,415455f3e9e87b02b6d98ac12245b3ee99656efe2a328b230b320eae8940c2bc,exe,"PE32 executable (console) Intel 80386, for MS Windows",application/x-dosexec,389632,2021-11-15T02:40:21+00:00,2021-11-15,2021-11-18T06:31:23+00:00,2021-11-18,38,67,0.5672,38,,0.0,zusy:2;artemis:2;xxmm:1;attribute:1;highconfidence:1,trojan,0.4474,trojan:17,HEUR:Trojan.Win32.Xxmm.gen;Trojan.GenericKDZ.80115;Trojan.Win64.Agent;Trojan.GenericKDZ.80115;Malware.AI.4163131310;Unsafe.AI_Score_99%;Win64:Malware-gen;Trojan.GenericKDZ.80115;Win32.Trojan.Zusy.Bdt;malicious (high confidence),https://www.virustotal.com/gui/file/415455f3e9e87b02b6d98ac12245b3ee99656efe2a328b230b320eae8940c2bc/detection/f-415455f3e9e87b02b6d98ac12245b3ee99656efe2a328b230b320eae8940c2bc-1636944021,clasificacion\VirusShare_00499\reportes\reporte\0035550f4508d96535a7070acacc7834.json
0035dd4ec2f93ac1177dfab0f5d357c6,99a0f19d9f5d5c5f9386c2b3de77c9ed3d6f70b5,ea7046bd99c22442be1e2aa1ed26200923950e44fb9535db423d3e02ea48aebf,s,"ASCII text, with very long lines, with CRLF line terminators",text/plain,7647,2021-11-10T19:49:09+00:00,2021-11-10,2021-11-17T13:27:03+00:00,2021-11-17,8,56,0.1429,8,cryxos,0.25,cryxos:2;expkit:1;sabsik:1,trojan,0.375,trojan:3,HTML/ExpKit.Gen2;Malicious (score: 99);JS/Agent.PIV!tr;JS/Agent.PIV;HEUR:Trojan.Script.Generic;JS/Cryxos.K.gen;Trojan:Script/Sabsik.FL.B!ml;Trojan.JS.Cryxos,https://www.virustotal.com/gui/file/ea7046bd99c22442be1e2aa1ed26200923950e44fb9535db423d3e02ea48aebf/detection/f-ea7046bd99c22442be1e2aa1ed26200923950e44fb9535db423d3e02ea48aebf-1636573749,clasificacion\VirusShare_00499\reportes\reporte\0035dd4ec2f93ac1177dfab0f5d357c6.json
00371100007b9fa22a1c6d69c412e112,d7aea59e948cc03dd188be39916e07edd840d90e,e25bbd8dfc6768b13938421541ab656aa5d6122ac6eadcab00f5750d4ffc2b4f,pdf,"PDF document, version 1.4",application/pdf,148557,2021-11-11T00:59:58+00:00,2021-11-11,2021-11-17T00:36:55+00:00,2021-11-17,25,59,0.4237,25,,0.0,badfile:1;artemis:1;static:1,phishing,0.4,phishing:10;trojan:5;stealer:2,Malicious (score: 99);PDF/Phishing.Agent.NDP;URL/Phish.Q.gen!Eldorado;BehavesLike.PDF.BadFile.cb;PDF.Phishing.39154;PDF/Phishing.4BCA!tr;PDF.Trojan-Stealer.Phishing.E;Trojan.Phishing/PDF!1.D27A (CLASSIC);Trojan.stealer.phishing.e;PDF:PhishingX-gen [Phish],https://www.virustotal.com/gui/file/e25bbd8dfc6768b13938421541ab656aa5d6122ac6eadcab00f5750d4ffc2b4f/detection/f-e25bbd8dfc6768b13938421541ab656aa5d6122ac6eadcab00f5750d4ffc2b4f-1636592398,clasificacion\VirusShare_00499\reportes\reporte\00371100007b9fa22a1c6d69c412e112.json
00379dc967fb520bf9a71f2c607e6a3e,fe91647dcb30f34dad7d36c7f921a36e8e179783,153642dc929c3fd1d951dec236b2eb2a015d18860ae7e4da1496f24d7a479a35,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,192518,2021-11-15T20:35:50+00:00,2021-11-15,2021-11-17T22:37:51+00:00,2021-11-17,52,68,0.7647,52,,0.0,strictor:5;vbclone:4;ajku:2;vbgen:1;aidetect:1,trojan,0.4231,trojan:22;dropper:1,Trojan.VBGen.Win32.1;Generic.mg.00379dc967fb520b;W32.AIDetect.malware1;Trojan:Win32/Muldrop.329;TROJ_GEN.R002C0DKF21;Trojan/Generic.ASBOL.C594;W32/GenKryptik.CXDC!tr;Trojan ( 004d83031 );Trojan.Malware.121218.susgen;AI:Packer.A3D3E1881F,https://www.virustotal.com/gui/file/153642dc929c3fd1d951dec236b2eb2a015d18860ae7e4da1496f24d7a479a35/detection/f-153642dc929c3fd1d951dec236b2eb2a015d18860ae7e4da1496f24d7a479a35-1637008550,clasificacion\VirusShare_00499\reportes\reporte\00379dc967fb520bf9a71f2c607e6a3e.json
0037e63673d9aaebe788ea3fe3bb006c,ab96a58111f53a87fa6637f0efd586faeab50b63,d4fba25bf68e6c7252b09d39f08fddd08509b374427af0319950048dc6817ae7,exe,"PE32 executable (GUI) Intel 80386 Mono/.Net assembly, for MS Windows",application/x-dosexec,4096,2021-11-10T14:29:09+00:00,2021-11-10,2021-11-17T20:38:31+00:00,2021-11-17,18,67,0.2687,18,,0.0,agentgen:1;asbol:1;bulz:1;susgen:1;zemsilf:1,trojan,0.3889,trojan:7,Trojan.AgentGen.Win32.75;Trojan/Generic.ASBOL.C636;MSIL/Bulz.9ECC!tr;Trojan.Malware.300983.susgen;Gen:NN.ZemsilF.34266.am0@a0CQwOk;Malicious (score: 100);malicious (high confidence);Trojan.Clicker;Unsafe.AI_Score_98%;Trojan.Crypt,https://www.virustotal.com/gui/file/d4fba25bf68e6c7252b09d39f08fddd08509b374427af0319950048dc6817ae7/detection/f-d4fba25bf68e6c7252b09d39f08fddd08509b374427af0319950048dc6817ae7-1636554549,clasificacion\VirusShare_00499\reportes\reporte\0037e63673d9aaebe788ea3fe3bb006c.json
003ca247bb3b910aec1b9e6d4097f8f0,f254e8f5a0457fefb8dad0220e563f3954e20de6,897bed3b2e764e2084d85fa6073854b5686a2e9734e9a11ea7a52bffaac7365c,exe,"PE32 executable (console) Intel 80386, for MS Windows",application/x-dosexec,90112,2021-11-12T07:54:57+00:00,2021-11-12,2021-11-18T08:27:56+00:00,2021-11-18,45,58,0.7759,45,razy,0.1111,razy:5;hupigon:3;tinba:3;gencirc:1;attribute:1,trojan,0.3778,trojan:17;backdoor:2;downloader:2;ransomware:1;dropper:1,HEUR:Trojan.Win32.Generic;Gen:Variant.Ser.Razy.10117;Trojan/W32.Agent.90112.LBH;Backdoor.Hupigon;suspicious;Gen:Variant.Ser.Razy.10117;W32/S-cb615545!Eldorado;Trojan.Tinba;Trojan.Agent/Gen-Downloader;Gen:Variant.Ser.Razy.10117,https://www.virustotal.com/gui/file/897bed3b2e764e2084d85fa6073854b5686a2e9734e9a11ea7a52bffaac7365c/detection/f-897bed3b2e764e2084d85fa6073854b5686a2e9734e9a11ea7a52bffaac7365c-1636703697,clasificacion\VirusShare_00499\reportes\reporte\003ca247bb3b910aec1b9e6d4097f8f0.json
003d4c88d6a679a3e75df4c601edfb38,bed449377a7d0af169b84f4dcc25feca0c0b7cd1,6af3a00e5a7e60a19b6613488ae599d19ee957220b8e7978b52aa5607daf6f7f,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,192736,2021-11-13T15:51:47+00:00,2021-11-13,2021-11-17T12:17:09+00:00,2021-11-17,46,68,0.6765,46,strictor,0.1304,strictor:6;vbclone:5;ajku:2;susgen:1;trojware:1,trojan,0.3478,trojan:16;dropper:1,Trojan.Malware.74161353.susgen;TrojWare.Win32.VBClone.B@88ji29;Trojan/W32.VB-Agent.192736;Trojan.VBClone!1.BE37 (CLASSIC);Malicious (score: 100);W32.AIDetect.malware1;ML/PE-A + Mal/VB-AQT;malicious.8d6a67;P2PWorm ( 005499db1 );Trojan/Generic.ASBOL.C594,https://www.virustotal.com/gui/file/6af3a00e5a7e60a19b6613488ae599d19ee957220b8e7978b52aa5607daf6f7f/detection/f-6af3a00e5a7e60a19b6613488ae599d19ee957220b8e7978b52aa5607daf6f7f-1636818707,clasificacion\VirusShare_00499\reportes\reporte\003d4c88d6a679a3e75df4c601edfb38.json
003f343a2c7d94d61061caa1f423384d,6bec0f7f5559dad865706e6974ba06629bd327cb,e47d892ffb9e3affe9c619be5b4d3d491e234490e5c3583e0ab56fb1d3be36d5,pdf,"PDF document, version 1.4",application/pdf,75949,2021-11-12T16:18:22+00:00,2021-11-12,2021-11-17T14:08:51+00:00,2021-11-17,28,60,0.4667,28,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.3929,phishing:11;trojan:8;stealer:2,Trojan.WIN32.stealer.phishing.e;HTML/Malicious.PDF.Gen2;Trojan.Phishing/PDF!1.D8B8 (CLASSIC);Malicious (score: 99);PDF/Phishing.818B!tr;Trojan/Generic.ASMalwRG.150;PDF/Phishing.Agent.NDP;PDF:PhishingX-gen [Phish];PDF.Spam.Heur.1;BehavesLike.PDF.Suspicious.lb,https://www.virustotal.com/gui/file/e47d892ffb9e3affe9c619be5b4d3d491e234490e5c3583e0ab56fb1d3be36d5/detection/f-e47d892ffb9e3affe9c619be5b4d3d491e234490e5c3583e0ab56fb1d3be36d5-1636733902,clasificacion\VirusShare_00499\reportes\reporte\003f343a2c7d94d61061caa1f423384d.json
